,date_card,place_card,weight_class,method,round,time,type,order,first_fighter_res,first_fighter,second_fighter,second_kd,first_sig_str_,second_sig_str_,first_sig_str_percentage,second_sig_str_percentage,first_total_str,second_total_str,referee,agg_height_first,agg_weight_first,agg_reach_first,agg_stand_first,agg_dob_first,agg_slpm_first,agg_str_acc_first,agg_sapm_first,agg_str_def_first,agg_td_avg_first,agg_td_acc_first,agg_td_def_first,agg_sub_avg_first,agg_recodr_first,agg_nickname_first,agg_fighter_name_first,agg_last_updated_first,agg_height_second,agg_weight_second,agg_reach_second,agg_stand_second,agg_dob_second,agg_slpm_second,agg_str_acc_second,agg_sapm_second,agg_str_def_second,agg_td_avg_second,agg_td_acc_second,agg_td_def_second,agg_sub_avg_second,agg_recodr_second
921,12-May-18,"Rio de Janeiro, Rio de Janeiro, Brazil",Middleweight, Submission ,1,4:28,,13,W,Markus Perez,James Bochnovic,0,4 of 4,3 of 6,100%,50%,13 of 16,4 of 8,Fernando Portella,"6' 1""",185 lbs.,"73""",Orthodox,22-Jun-88,2.6,47%,3.72,52%,0.81,25%,77%,1,Record: 12-5-0,Maluko,Markus Perez,57:28.3,"6' 4""",205 lbs.,"81""",Orthodox,13-Feb-89,0.65,26%,3.64,21%,0,0%,0%,0,Record: 8-3-0
922,21-Apr-18,"Atlantic City, New Jersey, USA",Lightweight, TKO - Doctor's Stoppage ,5,2:18,,1,L,Edson Barboza,Kevin Lee,0,51 of 106,142 of 241,48%,58%,64 of 119,233 of 344,Keith Peterson,"5' 11""",145 lbs.,"75""",Orthodox,21-Jan-86,4.16,44%,4.15,59%,0.42,44%,78%,0.1,Record: 22-9-0,Junior,Edson Barboza,57:28.3,"5' 9""",170 lbs.,"77""",Orthodox,4-Sep-92,3.9,42%,3.23,51%,3.21,43%,75%,0.8,Record: 18-6-0
923,21-Apr-18,"Atlantic City, New Jersey, USA",Featherweight, Decision - Unanimous ,3,5:00,,2,W,Frankie Edgar,Cub Swanson,0,58 of 136,48 of 130,42%,36%,60 of 139,50 of 132,Marc Goddard,"5' 6""",135 lbs.,"68""",Orthodox,16-Oct-81,3.7,39%,2.71,66%,2.28,31%,65%,0.3,Record: 23-9-1,The Answer,Frankie Edgar,57:28.3,"5' 8""",145 lbs.,"70""",Orthodox,2-Nov-83,4.63,50%,3.66,60%,1.08,51%,60%,0.5,Record: 27-12-0
924,21-Apr-18,"Atlantic City, New Jersey, USA",Heavyweight, Decision - Unanimous ,3,5:00,,3,W,Justin Willis,Chase Sherman,0,76 of 109,69 of 137,69%,50%,118 of 153,112 of 180,Marc Goddard,"6' 1""",264 lbs.,"78""",Southpaw,19-Jul-87,3.37,59%,2.57,57%,0.96,66%,36%,0,Record: 8-2-0,Big Pretty,Justin Willis,57:28.3,"6' 4""",250 lbs.,"78""",Orthodox,16-Nov-89,6,45%,5.77,52%,0,0%,77%,0,Record: 15-7-0
925,21-Apr-18,"Atlantic City, New Jersey, USA",Middleweight, KO/TKO ,1,2:30,perf,4,W,David Branch,Thiago Santos,0,5 of 15,14 of 29,33%,48%,5 of 15,14 of 29,Gary Copeland,"6' 1""",185 lbs.,"78""",Orthodox,26-Sep-81,1.66,39%,1.91,56%,2.55,32%,43%,0,Record: 22-6-0,,David Branch,57:28.3,"6' 2""",205 lbs.,"76""",Orthodox,7-Jan-84,4.27,48%,2.33,55%,0.7,38%,66%,0.1,Record: 21-9-0
926,21-Apr-18,"Atlantic City, New Jersey, USA",Bantamweight, Decision - Unanimous ,3,5:00,,5,W,Aljamain Sterling,Brett Johns,0,89 of 152,27 of 89,58%,30%,117 of 181,56 of 119,Liam Kerrigan,"5' 7""",135 lbs.,"71""",Orthodox,31-Jul-89,4.84,49%,2.2,63%,1.77,24%,41%,0.9,Record: 20-3-0,Funk Master,Aljamain Sterling,57:28.3,"5' 7""",135 lbs.,"71""",Orthodox,21-Feb-92,2.86,49%,3.84,53%,4.92,49%,58%,1,Record: 17-2-0
927,21-Apr-18,"Atlantic City, New Jersey, USA",Lightweight, KO/TKO ,1,3:00,,6,L,Jim Miller,Dan Hooker,1,10 of 20,24 of 44,50%,54%,13 of 23,24 of 44,Gary Copeland,"5' 8""",155 lbs.,"71""",Southpaw,30-Aug-83,2.65,40%,2.92,59%,1.63,43%,47%,1.8,Record: 32-16-0 (1 NC),A-10,Jim Miller,57:28.3,"6' 0""",155 lbs.,"75""",Switch,13-Feb-90,4.95,48%,4.92,51%,0.72,34%,79%,0.3,Record: 20-10-0
928,21-Apr-18,"Atlantic City, New Jersey, USA",Welterweight, Decision - Unanimous ,3,5:00,,7,W,Ryan LaFlare,Alex Garcia,0,24 of 48,11 of 54,50%,20%,47 of 71,21 of 66,Marc Goddard,"6' 1""",170 lbs.,"74""",Southpaw,1-Oct-83,2.89,40%,1.86,63%,2.13,44%,58%,0.2,Record: 14-3-0,,Ryan LaFlare,57:28.3,"5' 9""",170 lbs.,"72""",Orthodox,14-Jul-87,1.81,31%,3.03,59%,3.72,52%,66%,0.1,Record: 15-6-0
929,21-Apr-18,"Atlantic City, New Jersey, USA",Bantamweight, KO/TKO ,3,5:00,fight,8,L,Merab Dvalishvili,Ricky Simon,0,61 of 210,34 of 103,29%,33%,82 of 233,38 of 108,Liam Kerrigan,"5' 6""",135 lbs.,"68""",Orthodox,10-Jan-91,4.02,39%,2.22,61%,7.38,43%,78%,0.4,Record: 13-4-0,The Machine,Merab Dvalishvili,57:28.3,"5' 6""",135 lbs.,"69""",Orthodox,31-Aug-92,3.08,42%,3.13,64%,6.93,54%,72%,0.4,Record: 18-3-0
930,21-Apr-18,"Atlantic City, New Jersey, USA",Welterweight, KO/TKO ,2,2:40,perf,9,W,Siyar Bahadurzada,Luan Chagas,0,33 of 64,11 of 37,51%,29%,61 of 94,31 of 58,Gary Copeland,"5' 11""",170 lbs.,"73""",Orthodox,17-Apr-84,2.91,40%,3.23,49%,1.32,61%,62%,0.3,Record: 24-8-1,The Great,Siyar Bahadurzada,57:28.3,"6' 0""",170 lbs.,"75""",Orthodox,17-Jun-93,4.16,47%,3.19,62%,0.32,12%,85%,0.3,Record: 15-3-1
931,21-Apr-18,"Atlantic City, New Jersey, USA",Light Heavyweight, Decision - Unanimous ,3,5:00,,10,W,Corey Anderson,Patrick Cummins,0,64 of 119,31 of 99,53%,31%,99 of 162,44 of 113,Marc Goddard,"6' 3""",205 lbs.,"79""",Orthodox,22-Sep-89,4.43,46%,2.22,59%,4.89,50%,83%,0,Record: 14-5-0,Overtime,Corey Anderson,57:28.3,"6' 2""",205 lbs.,"76""",Orthodox,16-Nov-80,4.26,50%,3.35,55%,4.49,41%,28%,0.1,Record: 10-7-0
932,21-Apr-18,"Atlantic City, New Jersey, USA",Welterweight, Decision - Unanimous ,3,5:00,,11,W,Anthony Rocco Martin,Keita Nakamura,0,56 of 133,24 of 83,42%,28%,65 of 142,26 of 85,Liam Kerrigan,"6' 0""",170 lbs.,"73""",Orthodox,11-Dec-89,2.68,37%,2.59,58%,0.71,27%,68%,1,Record: 17-6-0,,Anthony Rocco Martin,57:28.3,"5' 11""",170 lbs.,"73""",Southpaw,22-May-84,2.23,36%,3.2,58%,1.65,48%,63%,0.3,Record: 34-10-2 (1 NC)
933,14-Apr-18,"Glendale, Arizona, USA",Welterweight, KO/TKO ,2,4:12,,6,W,Muslim Salikhov,Ricky Rainey,0,25 of 48,19 of 44,52%,43%,26 of 49,21 of 46,Chris Tognoni,"5' 11""",170 lbs.,"70""",Orthodox,9-Jun-84,3.13,48%,2.36,68%,1.12,38%,81%,0,Record: 18-2-0,King of Kung Fu,Muslim Salikhov,57:28.3,"6' 1""",170 lbs.,"77""",Switch,29-Jun-83,2.55,48%,2.62,46%,0.95,18%,55%,0,Record: 12-6-0
934,14-Apr-18,"Glendale, Arizona, USA",Lightweight, KO/TKO ,4,0:33,fight,1,W,Dustin Poirier,Justin Gaethje,0,174 of 351,115 of 212,49%,54%,179 of 357,116 of 213,Herb Dean,"5' 9""",155 lbs.,"72""",Southpaw,19-Jan-89,5.59,50%,4.17,54%,1.47,36%,61%,1.3,Record: 27-6-0 (1 NC),The Diamond,Dustin Poirier,57:28.3,"5' 11""",155 lbs.,"70""",Orthodox,14-Nov-88,7.46,59%,7.99,55%,0,0%,69%,0,Record: 22-3-0
935,14-Apr-18,"Glendale, Arizona, USA",Welterweight, Submission ,2,3:17,perf,2,L,Carlos Condit,Alex Oliveira,0,12 of 18,9 of 23,66%,39%,42 of 49,22 of 37,Chris Tognoni,"6' 2""",170 lbs.,"75""",Orthodox,26-Apr-84,3.63,39%,2.49,56%,0.62,54%,39%,1,Record: 32-13-0,The Natural Born Killer,Carlos Condit,57:28.3,"5' 11""",170 lbs.,"76""",Orthodox,21-Feb-88,2.86,50%,2.23,48%,2.37,37%,63%,0.6,Record: 22-10-1 (2 NC)
936,14-Apr-18,"Glendale, Arizona, USA",Middleweight, Decision - Split ,3,5:00,,3,W,Israel Adesanya,Marvin Vettori,0,57 of 123,46 of 154,46%,29%,67 of 134,60 of 169,Herb Dean,"6' 4""",185 lbs.,"80""",Switch,22-Jul-89,3.94,50%,2.59,62%,0,0%,80%,0.2,Record: 21-1-0,The Last Stylebender,Israel Adesanya,57:28.3,"6' 0""",185 lbs.,"74""",Southpaw,20-Sep-93,3.88,43%,3.04,63%,2.24,47%,78%,0.7,Record: 17-5-1
937,14-Apr-18,"Glendale, Arizona, USA",Women's Strawweight, Decision - Split ,3,5:00,,4,W,Michelle Waterson,Cortney Casey,0,61 of 84,36 of 96,72%,37%,77 of 103,64 of 126,Chris Tognoni,"5' 3""",115 lbs.,"62""",Orthodox,6-Jan-86,3.57,48%,4.13,50%,1.4,32%,67%,0.8,Record: 18-9-0,The Karate Hottie,Michelle Waterson,57:28.3,"5' 7""",125 lbs.,"67""",Orthodox,5-May-87,4.33,38%,4.19,52%,0.28,27%,38%,0.6,Record: 9-9-0
938,14-Apr-18,"Glendale, Arizona, USA",Middleweight, Submission ,1,4:28,,5,L,Tim Boetsch,Antonio Carlos Junior,0,7 of 18,31 of 48,38%,64%,13 of 24,35 of 52,Herb Dean,"6' 0""",185 lbs.,"74""",Orthodox,28-Jan-81,2.93,50%,2.9,57%,1.45,34%,59%,0.8,Record: 21-13-0,The Barbarian,Tim Boetsch,57:28.3,"6' 2""",185 lbs.,"79""",Orthodox,16-Mar-90,1.95,42%,2.14,52%,3.42,39%,53%,0.8,Record: 11-5-0 (1 NC)
939,14-Apr-18,"Glendale, Arizona, USA",Flyweight, Decision - Unanimous ,3,5:00,,7,L,Wilson Reis,John Moraga,0,12 of 61,46 of 91,19%,50%,61 of 127,69 of 116,Nic Jones,"5' 4""",125 lbs.,"65""",Southpaw,6-Jan-85,1.83,29%,3.04,55%,5.15,42%,47%,0.6,Record: 23-10-0,,Wilson Reis,57:28.3,"5' 6""",125 lbs.,"66""",Orthodox,20-Mar-84,2.57,43%,2.55,56%,0.62,23%,44%,1.1,Record: 19-7-0
940,14-Apr-18,"Glendale, Arizona, USA",Middleweight, KO/TKO ,3,2:16,,8,L,Krzysztof Jotko,Brad Tavares,1,24 of 74,46 of 96,32%,47%,40 of 90,62 of 115,Al Guinee,"6' 1""",185 lbs.,"77""",Southpaw,19-Aug-89,2.94,41%,2.2,57%,1.16,34%,87%,0.1,Record: 22-5-0,,Krzysztof Jotko,57:28.3,"6' 1""",185 lbs.,"74""",Orthodox,21-Dec-87,3.04,41%,2.73,56%,0.97,27%,79%,0,Record: 18-7-0
941,14-Apr-18,"Glendale, Arizona, USA",Lightweight, KO/TKO ,2,0:59,,9,W,Gilbert Burns,Dan Moret,0,31 of 65,20 of 58,47%,34%,39 of 74,20 of 58,Nic Jones,"5' 10""",170 lbs.,"71""",Orthodox,20-Jul-86,3.22,45%,3.04,54%,2.08,35%,50%,0.7,Record: 19-4-0,Durinho,Gilbert Burns,57:28.3,"6' 0""",155 lbs.,"73""",Southpaw,21-Nov-86,2.67,43%,3.56,43%,1.25,27%,45%,0.4,Record: 13-6-0
942,21-Mar-10,"Broomfield, Colorado, USA",Heavyweight, KO/TKO ,1,0:47,,9,W,Brendan Schaub,Chase Gormley,0,25 of 36,2 of 6,69%,33%,30 of 41,2 of 6,Adam Martinez,"6' 4""",245 lbs.,"78""",Orthodox,18-Mar-83,2.92,37%,2.22,57%,2.32,46%,72%,0.4,Record: 10-5-0,Big Brown,Brendan Schaub,57:28.3,,,,,,,,,,,,,,
943,14-Apr-18,"Glendale, Arizona, USA",Women's Flyweight, Decision - Unanimous ,3,5:00,,10,L,Shana Dobson,Lauren Mueller,0,68 of 206,58 of 156,33%,37%,74 of 213,70 of 171,,"5' 6""",125 lbs.,"69""",Orthodox,30-Mar-89,3.34,37%,5.2,50%,0.84,50%,14%,0,Record: 4-5-0,Danger,Shana Dobson,57:28.3,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91,4.08,41%,3.77,58%,0.7,50%,71%,0,Record: 5-3-0
944,14-Apr-18,"Glendale, Arizona, USA",Welterweight, Decision - Unanimous ,3,5:00,,11,L,Dhiego Lima,Yushin Okami,0,11 of 24,15 of 19,45%,78%,17 of 31,57 of 66,Nic Jones,"6' 2""",170 lbs.,"75""",Orthodox,31-Jan-89,3.14,38%,3.93,59%,1.38,42%,73%,0.7,Record: 17-7-0,,Dhiego Lima,57:28.3,"6' 2""",170 lbs.,"75""",Southpaw,21-Jul-81,2.06,38%,2.25,60%,1.98,39%,84%,0.5,Record: 34-12-0
945,14-Apr-18,"Glendale, Arizona, USA",Heavyweight, Submission ,2,1:59,perf,12,L,Arjan Bhullar,Adam Wieczorek,0,9 of 18,13 of 27,50%,48%,42 of 60,14 of 28,Al Guinee,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,2.33,56%,3.25,59%,1.73,75%,100%,0,Record: 9-1-0,,Arjan Bhullar,57:28.3,"6' 5""",250 lbs.,"81""",Orthodox,5-Feb-92,1.68,38%,1.87,48%,0.41,33%,58%,0.4,Record: 10-2-0
946,14-Apr-18,"Glendale, Arizona, USA",Bantamweight, KO/TKO ,2,3:42,,13,L,Matthew Lopez,Alejandro Perez,0,22 of 36,44 of 100,61%,44%,32 of 47,81 of 142,Nic Jones,"5' 7""",135 lbs.,"69""",Southpaw,21-Jan-87,3.13,50%,3.73,55%,3.32,60%,71%,1.3,Record: 10-4-0,,Matthew Lopez,57:28.3,"5' 6""",145 lbs.,"67""",Orthodox,2-Sep-89,3.52,35%,2.94,64%,0.52,20%,73%,0.1,Record: 22-8-1
947,14-Apr-18,"Glendale, Arizona, USA",Bantamweight, Decision - Unanimous ,3,5:00,,14,W,Luke Sanders,Patrick Williams,0,59 of 140,61 of 109,42%,55%,62 of 143,68 of 117,Al Guinee,"5' 6""",135 lbs.,"67""",Southpaw,12-Dec-85,6.61,52%,4.37,50%,0.71,30%,72%,0.2,Record: 13-5-0,Cool Hand,Luke Sanders,57:28.3,"5' 8""",135 lbs.,"73""",Orthodox,7-Sep-81,4.12,51%,4.12,52%,2.71,41%,100%,0.5,Record: 8-6-0
948,7-Apr-18,"Brooklyn, New York, USA",Lightweight, Decision - Unanimous ,5,5:00,belt,1,W,Khabib Nurmagomedov,Al Iaquinta,0,134 of 304,41 of 141,44%,29%,172 of 352,43 of 143,Dan Miragliotta,"5' 10""",155 lbs.,"70""",Orthodox,20-Sep-88,4.1,48%,1.75,65%,5.32,48%,84%,0.8,Record: 29-0-0,The Eagle,Khabib Nurmagomedov,57:28.3,"5' 10""",155 lbs.,"70""",Orthodox,30-Apr-87,4.06,40%,4.44,61%,0.64,18%,74%,0.2,Record: 14-6-1
949,7-Apr-18,"Brooklyn, New York, USA",Women's Strawweight, Decision - Unanimous ,5,5:00,belt,2,W,Rose Namajunas,Joanna Jedrzejczyk,0,105 of 301,145 of 356,34%,40%,108 of 304,160 of 372,Keith Peterson,"5' 5""",115 lbs.,"65""",Orthodox,29-Jun-92,4.13,40%,3.99,60%,1.89,53%,50%,0.8,Record: 11-4-0,Thug,Rose Namajunas,57:28.3,"5' 6""",115 lbs.,"65""",Orthodox,18-Aug-87,6.3,48%,3.08,64%,0.28,62%,81%,0.1,Record: 16-4-0
950,7-Apr-18,"Brooklyn, New York, USA",Featherweight, Decision - Unanimous ,3,5:00,,3,W,Renato Moicano,Calvin Kattar,0,116 of 206,41 of 140,56%,29%,117 of 207,41 of 140,Todd Ronald Anderson,"5' 11""",155 lbs.,"72""",Orthodox,21-May-89,5.4,46%,3.74,65%,1.28,53%,78%,0.6,Record: 14-4-1,,Renato Moicano,57:28.3,"5' 11""",145 lbs.,"72""",Orthodox,26-Mar-88,5.07,42%,8.16,50%,0.37,30%,89%,0,Record: 22-5-0
951,7-Apr-18,"Brooklyn, New York, USA",Featherweight, Decision - Unanimous ,3,5:00,fight,4,W,Zabit Magomedsharipov,Kyle Bochniak,0,97 of 217,43 of 163,44%,26%,114 of 237,44 of 164,Rob Hinds,"6' 1""",145 lbs.,"73""",Orthodox,1-Mar-91,4.89,48%,3,64%,5.22,56%,77%,0.8,Record: 18-1-0,,Zabit Magomedsharipov,57:28.3,"5' 7""",145 lbs.,"70""",Orthodox,5-Feb-87,2.63,31%,5.11,58%,1.14,15%,62%,0,Record: 8-5-0
952,7-Apr-18,"Brooklyn, New York, USA",Lightweight, KO/TKO ,2,5:00,perf,5,L,Joe Lauzon,Chris Gruetzemacher,0,48 of 137,128 of 196,35%,65%,49 of 138,135 of 203,Dan Miragliotta,"5' 10""",155 lbs.,"71""",Orthodox,22-May-84,2.84,39%,5.39,54%,2.39,45%,54%,2,Record: 28-16-0,,Joe Lauzon,57:28.3,"5' 8""",155 lbs.,"68""",Orthodox,16-Jun-86,7.02,57%,5.54,55%,0,0%,62%,0,Record: 14-4-0
953,17-Mar-18,"London, England, United Kingdom",Welterweight, KO/TKO ,1,2:12,,6,W,Danny Roberts,Oliver Enkamp,0,4 of 10,7 of 12,40%,58%,4 of 10,8 of 14,Leon Roberts,"6' 1""",170 lbs.,"74""",Southpaw,14-Jul-87,3.41,44%,3.08,55%,0.18,6%,53%,0.4,Record: 17-5-0,Hot Chocolate,Danny Roberts,57:28.3,"6' 0""",170 lbs.,"77""",Switch,10-Aug-91,2.38,36%,3.55,37%,0.87,16%,0%,0,Record: 7-2-0
954,7-Apr-18,"Brooklyn, New York, USA",Women's Strawweight, Decision - Split ,3,5:00,,6,W,Karolina Kowalkiewicz,Felice Herrig,0,126 of 248,86 of 216,50%,39%,140 of 262,97 of 228,Keith Peterson,"5' 3""",115 lbs.,"64""",Orthodox,15-Oct-85,5.27,39%,5.65,56%,0.1,12%,75%,0.1,Record: 12-6-0,,Karolina Kowalkiewicz,57:28.3,"5' 4""",115 lbs.,"65""",Orthodox,18-Sep-84,3.63,36%,4.84,49%,1.18,30%,72%,0.9,Record: 14-9-0
955,3-Mar-18,"Las Vegas, Nevada, USA",Lightweight, KO/TKO ,1,0:42,perf,7,L,Beneil Dariush,Alexander Hernandez,1,4 of 11,8 of 13,36%,61%,4 of 11,9 of 14,Jason Herzog,"5' 10""",155 lbs.,"72""",Southpaw,6-May-89,3.8,49%,2.58,58%,2.11,34%,81%,1,Record: 21-4-1,,Beneil Dariush,57:28.3,"5' 9""",155 lbs.,"72""",Orthodox,1-Oct-92,3.57,35%,3.81,59%,1.6,38%,62%,0,Record: 12-4-0
956,7-Apr-18,"Brooklyn, New York, USA",Lightweight, KO/TKO ,1,0:53,perf,7,L,Evan Dunham,Olivier Aubin-Mercier,1,4 of 14,13 of 18,28%,72%,4 of 14,13 of 18,Todd Ronald Anderson,"5' 10""",155 lbs.,"70""",Southpaw,18-Dec-81,5.33,39%,3.54,61%,1.82,33%,79%,1,Record: 18-9-1,,Evan Dunham,57:28.3,"5' 9""",155 lbs.,"70""",Southpaw,23-Feb-89,2.48,51%,2.97,55%,2.36,33%,70%,0.5,Record: 11-5-0
957,7-Apr-18,"Brooklyn, New York, USA",Women's Flyweight, Decision - Unanimous ,3,5:00,,8,L,Bec Rawlings,Ashlee Evans-Smith,0,88 of 195,116 of 331,45%,35%,89 of 196,121 of 337,Rob Hinds,"5' 6""",125 lbs.,"64""",Orthodox,11-Feb-89,4.48,42%,5.66,57%,0.71,40%,68%,0.4,Record: 7-8-0,Rowdy,Bec Rawlings,57:28.3,"5' 8""",135 lbs.,"67""",Orthodox,9-Jul-87,4.54,34%,4.69,55%,1.1,23%,66%,0,Record: 6-5-0
958,7-Apr-18,"Brooklyn, New York, USA",Light Heavyweight, Decision - Unanimous ,3,5:00,,9,W,Devin Clark,Mike Rodriguez,0,50 of 64,40 of 66,78%,60%,167 of 200,66 of 95,Dan Miragliotta,"6' 0""",205 lbs.,"75""",Orthodox,12-Apr-90,3.33,57%,2.43,48%,2.7,36%,76%,0.1,Record: 12-5-0,Brown Bear,Devin Clark,57:28.3,"6' 4""",205 lbs.,"82""",Southpaw,28-Nov-88,4.61,59%,3.39,40%,0,0%,41%,0,Record: 11-6-0 (1 NC)
959,17-Mar-18,"London, England, United Kingdom",Heavyweight, KO/TKO ,4,1:38,perf,1,L,Fabricio Werdum,Alexander Volkov,1,48 of 88,48 of 90,54%,53%,83 of 130,96 of 144,Marc Goddard,"6' 4""",231 lbs.,"77""",Orthodox,30-Jul-77,3.59,52%,2.64,55%,1.75,31%,31%,1.2,Record: 24-9-1,Vai Cavalo,Fabricio Werdum,57:28.3,"6' 7""",250 lbs.,"80""",Orthodox,24-Oct-88,4.88,59%,2.48,56%,0.66,70%,66%,0.2,Record: 33-8-0
960,17-Mar-18,"London, England, United Kingdom",Light Heavyweight, Decision - Unanimous ,3,5:00,fight,2,L,Jimi Manuwa,Jan Blachowicz,1,37 of 110,97 of 191,33%,50%,37 of 110,124 of 219,Leon Roberts,"6' 1""",205 lbs.,"79""",Orthodox,18-Feb-80,3.43,54%,3.97,49%,0.53,18%,70%,0.4,Record: 17-6-0,Poster Boy,Jimi Manuwa,57:28.3,"6' 2""",205 lbs.,"78""",Orthodox,24-Feb-83,3.59,49%,2.79,53%,1.18,53%,65%,0.2,Record: 28-8-0
961,17-Mar-18,"London, England, United Kingdom",Bantamweight, Decision - Unanimous ,3,5:00,,3,W,Tom Duquesnoy,Terrion Ware,0,67 of 153,85 of 267,43%,31%,70 of 156,108 of 295,Grant Waterman,"5' 7""",135 lbs.,"68""",Orthodox,21-Jun-93,3.83,45%,5.3,62%,0.42,25%,46%,0,Record: 16-2-0 (1 NC),Fire Kid,Tom Duquesnoy,57:28.3,"5' 8""",135 lbs.,"71""",Orthodox,31-Mar-86,4.02,32%,6.07,50%,0.5,22%,44%,0,Record: 17-9-0
962,17-Mar-18,"London, England, United Kingdom",Welterweight, KO/TKO ,3,4:59,,4,W,Leon Edwards,Peter Sobotta,0,42 of 86,16 of 43,48%,37%,71 of 117,57 of 90,Rich Mitchell,"6' 2""",170 lbs.,"74""",Southpaw,25-Aug-91,2.62,49%,2.15,55%,1.48,35%,70%,0.3,Record: 19-3-0 (1 NC),Rocky,Leon Edwards,57:28.3,"6' 0""",170 lbs.,"75""",Southpaw,11-Jan-87,2.14,40%,2.9,58%,1.53,32%,77%,0.5,Record: 17-7-1
963,17-Mar-18,"London, England, United Kingdom",Middleweight, Submission ,1,3:58,,5,L,John Phillips,Charles Byrd,0,0 of 1,11 of 14,0%,78%,1 of 2,34 of 41,Marc Goddard,"5' 11""",185 lbs.,"75""",Southpaw,9-Jun-85,1.72,34%,4.03,49%,0,0%,7%,0,Record: 22-11-0 (1 NC),The Welsh Wrecking Machine,John Phillips,57:28.3,"5' 10""",185 lbs.,"73""",Orthodox,11-Oct-83,3.43,55%,2.63,55%,2.5,50%,40%,1.5,Record: 10-7-0
964,17-Mar-18,"London, England, United Kingdom",Featherweight, Submission ,1,0:39,,7,W,Danny Henry,Hakeem Dawodu,0,2 of 5,3 of 3,40%,100%,2 of 5,3 of 3,Rich Mitchell,"6' 0""",145 lbs.,"73""",Orthodox,17-Jul-88,5.2,51%,4.16,45%,0.74,33%,50%,2.2,Record: 12-4-0,The Hatchet,Danny Henry,57:28.3,"5' 8""",145 lbs.,"73""",Orthodox,2-Jul-91,4.72,46%,2.39,62%,0,0%,67%,0,Record: 12-2-1
965,17-Mar-18,"London, England, United Kingdom",Light Heavyweight, Submission ,3,4:59,perf,8,W,Paul Craig,Magomed Ankalaev,0,18 of 50,59 of 96,36%,61%,34 of 70,89 of 129,Marc Goddard,"6' 3""",205 lbs.,"76""",Orthodox,27-Nov-87,2.59,51%,2.39,50%,2.06,25%,55%,1.9,Record: 15-4-1,Bearjew,Paul Craig,57:28.3,"6' 3""",205 lbs.,"75""",Orthodox,2-Jun-92,3.41,53%,1.78,65%,1.18,33%,85%,0,Record: 15-1-0
966,17-Mar-18,"London, England, United Kingdom",Lightweight, Decision - Split ,3,5:00,,9,L,Stevie Ray,Kajan Johnson,0,24 of 62,33 of 54,38%,61%,37 of 78,37 of 58,Leon Roberts,"5' 10""",155 lbs.,"70""",Southpaw,25-Mar-90,3.73,44%,2.93,54%,0.75,46%,55%,0.6,Record: 23-9-0,Braveheart,Stevie Ray,57:28.3,"5' 11""",155 lbs.,"75""",Orthodox,21-Apr-84,2.47,42%,1.59,64%,1.54,37%,62%,0.2,Record: 23-13-1
967,17-Mar-18,"London, England, United Kingdom",Heavyweight, Submission ,2,4:29,,10,L,Mark Godbeer,Dmitry Sosnovskiy,0,24 of 37,28 of 40,64%,70%,73 of 91,53 of 71,Grant Waterman,"6' 4""",240 lbs.,"77""",Orthodox,22-Nov-83,3.97,53%,3.3,54%,0,0%,28%,0,Record: 13-4-0,The Hand Of,Mark Godbeer,57:28.3,"6' 3""",240 lbs.,"77""",Orthodox,6-Jul-89,2.95,70%,2.53,35%,3.16,66%,100%,3.2,Record: 11-0-0
968,3-Mar-18,"Las Vegas, Nevada, USA",Women's Featherweight, KO/TKO ,1,3:25,belt,1,W,Cris Cyborg,Yana Kunitskaya,0,33 of 43,5 of 11,76%,45%,42 of 54,17 of 24,Herb Dean,"5' 8""",145 lbs.,"68""",Orthodox,9-Jul-85,7.28,52%,2.25,64%,0.66,55%,94%,0.4,Record: 21-2-0 (1 NC),Cyborg,Cris Cyborg,57:28.3,"5' 6""",135 lbs.,"68""",Orthodox,11-Nov-89,4.22,57%,2.62,51%,1.62,53%,50%,0.2,Record: 14-5-0 (1 NC)
969,17-Aug-06,"Las Vegas, Nevada, USA",Middleweight, Submission ,1,2:59,,5,W,Martin Kampmann,Crafton Wallace,0,19 of 26,1 of 9,73%,11%,28 of 37,1 of 9,Herb Dean,"6' 0""",170 lbs.,"72""",Orthodox,17-Apr-82,3.22,42%,3.28,62%,1.86,41%,78%,2,Record: 20-7-0,The Hitman,Martin Kampmann,57:28.3,,,,,,,,,,,,,,
970,3-Mar-18,"Las Vegas, Nevada, USA",Featherweight, KO/TKO ,1,4:44,perf,2,L,Frankie Edgar,Brian Ortega,1,27 of 77,25 of 76,35%,32%,27 of 77,25 of 77,Jason Herzog,"5' 6""",135 lbs.,"68""",Orthodox,16-Oct-81,3.7,39%,2.71,66%,2.28,31%,65%,0.3,Record: 23-9-1,The Answer,Frankie Edgar,57:28.3,"5' 8""",145 lbs.,"69""",Switch,21-Feb-91,4.29,38%,6.28,52%,0.8,21%,56%,1.1,Record: 15-1-0 (1 NC)
